"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"end:help-few-ezic","Goodbye inspector.","さらばだ、審査官よ。"
"end:help-few-ezic","The execution is scheduled for tonight.","貴方の死刑は今晩執行される。"
"end:help-few-ezic","Your family's safety is unknown.","家族の安否は不明。"
"end:help-few-ezic","EZIC has been crushed. The balance of justice is restored.","EZICは壊滅し、正義は取り戻された。"
"end:help-few-ezic","Glory to Arstotzka.","アルストツカに栄光あれ。"
"end:escape","You board the late train to the Northern Territories. It is nearly empty.","貴方は北方地区行きの夜行列車に乗った。<br>乗客はほとんどいない。"
"end:escape","You pay for the hastily forged passport and re-entry ticket. They look terrible.","間に合わせの偽造パスポートと再入国券を<br>購入した。ひどい出来だ。"
"end:escape","You pay for the hastily forged passports and re-entry tickets. They look terrible.","間に合わせの偽造パスポートと再入国券を<br>人数分購入した。ひどい出来だ。"
"end:escape","You reach the border crossing at dawn. The line is immense.","明け方に国境へ到着した。<br>長蛇の列ができている。"
"end:escape","Six hours later.","６時間後。"
"end:escape","Your documents.","書類を出せ。"
"end:escape","Here.","これです。"
"end:escape","You are entering alone?","入国は １人だけか？"
"end:escape","Yes.","はい。"
"end:escape","I come to visit relatives.","親戚を訪ねに来ました。"
"end:escape","No, my family as well.","いえ、家族も一緒です。"
"end:escape","Hand over all documents now.","すべての書類を出せ。"
"end:escape","We come to visit relatives.","皆で親戚を訪ねに来ました。"
"end:escape","I do not care why you come. Wait here.","なぜ来たのかなど知らん。ここで待て。"
"end:escape","*KACHUNK*","*カチャン*"
"end:escape","Welcome to Obristan. Next!","オブリスタンへようこそ。次！"
"end:help-ezic-hold-fire","Inspector! It is a glorious day!","審査官殿！なんて輝かしい日だろう！"
"end:help-ezic-hold-fire","The border has been pierced.","国境は崩壊した。"
"end:help-ezic-hold-fire","EZIC grows strong while the corrupt and greedy weaken.","腐敗と貪欲の衰退と共にEZICは勢力を伸ばす。"
"end:help-ezic-hold-fire","We are moving you and your family to a better home.","貴方と家族はより良い住まいへ<br>引っ越すことになる。"
"end:help-ezic-hold-fire","Your services as an inspector are no longer required. We need agents.","貴方の審査官としての役目はもう終わった。<br>我らは工作員を求めている。"
"end:help-ezic-hold-fire","Follow us and together we will complete the revolution!","我らと共に進み、革命を完全なものとしよう！"
"end:help-ezic-hold-fire","Glory to the New Arstotzka.","新アルストツカに栄光あれ。"
"end:ignore-ezic","Hello inspector.","審査官よ。"
"end:ignore-ezic","We have audited your activities for the past 20 years.","過去20年間に渡り、君の行動を捜査した。"
"end:ignore-ezic","There are some anomalies.","いくつか異常な動きが見られた。"
"end:ignore-ezic","But you have served Arstotzka well.","だが、君はアルストツカによく尽くした。"
"end:ignore-ezic","We will overlook these small transgressions.","小さな違犯は見逃そう。"
"end:ignore-ezic","You have been cleared of any suspicion.","君の容疑は一切ない。"
"end:ignore-ezic","Glory to Arstotzka.","アルストツカに栄光あれ。"
"end:ignore-ezic","A new agreement has been reached with Kolechia.","コレチアと新たな条約が締結された。"
"end:ignore-ezic","Grestin Border Checkpoint will reopen soon.","グレスティン国境検問所はまもなく再稼働する。"
"end:ignore-ezic","Return to your post on January 1st.","１月１日付けで任務に戻るように。"
"end:ignore-ezic","ENDLESS UNLOCK CODE: 62131","エンドレスモード 解除コード：62131"
"endless:timed","Timed","時間制限"
"endless:timed","Process as many travelers as possible in 10 minutes.","10分間で出来るだけ多くの入国希望者を審査せよ。"
"endless:timed","ENDLESS - TIMED

Process as many travelers as possible in 10 minutes. One point per traveler. Lose 30 seconds for each citation.","エンドレス - 時間制限

10分で出来る限り多くの入国希望者を審査せよ。1人につき1点加算。通告1回につき30秒を失う。"
"endless:perfection","Perfection","精度"
"endless:perfection","Game over at first penalty. Earn dwindling points.","ミスしたらゲームオーバー。減り行くポイントを稼げ。"
"endless:perfection","ENDLESS - PERFECTION

Earn points for processing travelers. No citations allowed. Ten points per traveler in the first minute, one less point for each minute that passes. Work quickly.","エンドレス - 精度

入国希望者を審査し点数を稼げ。通告を受けてはいけない。初めの1分は1人につき10点、1分経つごとに加算ポイントは1点ずつ減少する。迅速に作業せよ。"
"endless:endurance","Endurance","耐久"
"endless:endurance","Play until balance goes negative. Avoid penalties.","点数がマイナスになるまで審査せよ。ミスを防げ。"
"endless:endurance","ENDLESS - ENDURANCE

Process travelers until your balance drops below zero. Citations penalize an escalating number of points. The highest achieved points are remembered for scoring.","エンドレス - 耐久

点数がマイナスになるまで入国希望者を審査し続けよ。通告を受け取ると減点が倍増。最高得点はスコアとして記録される。"
"endless:course1","Course 1","コース１"
"endless:course2","Course 2","コース２"
"endless:course3","Course 3","コース３"
"endless:course4","Course 4","コース４"
"bullend:1A","Check rulebook for rules in effect.","有効な規則を規則書で確認せよ。"
"bullend:2A","Check rulebook for rules in effect.","有効な規則を規則書で確認せよ。"
"bullend:3A","Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.","有効な規則を規則書で確認せよ。<br>入国を拒否する際は拒否事由スタンプが必要である。"
"bullend:4A","Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.","有効な規則を規則書で確認せよ。<br>入国を拒否する際は拒否事由スタンプが必要である。"
"night:MANAGE_EXPENSES","Manage your expenses using the checkboxes below.","下記のチェック項目を用いて、収支を管理せよ。"
"night:AFTER_6PM","Applicants entering after 6PM are unpaid.","午後６時以降の入国希望者の審査は給与対象外である。"
"night:PROGRESS_SAVED","Progress is saved at the start of each day.","セーブは各日開始時に行われる。"
"night:ATTACK_DIDNOTHING","The day was cut short by a terrorist attack.","テロリストの襲撃により本日の業務は中断された。"
"night:ATTACK_FIREDGUN","The day was cut short by a terrorist attack.","テロリストの襲撃により本日の業務は中断された。"
"night:ATTACK_FIREDGUN","TRIGGER BONUS","狙撃手当"
"night:ATTACK_SOLVED","The day was cut short by a terrorist attack.","テロリストの襲撃により本日の業務は中断された。"
"night:ATTACK_SOLVED","SHARPSHOOTER BONUS","精密狙撃手当"
"night:POISONING","The day was cut short by a security incident.","安全面の問題が浮上したため本日の業務は中断された。"
"night:FAMILY_PICTURE","Your wife found an old family picture.","妻が古い家族写真を見つけた。"
"night:BUY_UPGRADE0","Booth Upgrade Available: SPACE key to toggle INSPECT mode.","審査室改良可能：スペースキーで調査モードに切換。"
"night:BUY_UPGRADE0","UPGRADE BOOTH","入国審査室改良"
"night:BUY_UPGRADE0","Booth Upgrade Available: Multitouch.","審査室改良可能：マルチタッチ。"
"night:BUY_UPGRADE1","Booth Upgrade Available: TAB key to toggle stamp bar.","審査室改良可能：タブキーでスタンプバー表示。"
"night:BUY_UPGRADE1","UPGRADE BOOTH","入国審査室改良"
"night:BUY_UPGRADE2","Booth Upgrade Available: Rulebook shortcuts.","審査室改良可能：規則書のショートカット。"
"night:BUY_UPGRADE2","UPGRADE BOOTH","入国審査室改良"
"night:BUY_UPGRADE3","Booth Upgrade Available: Double-click for quick INSPECT.","審査室改良可能：ダブルクリックで即調査。"
"night:BUY_UPGRADE3","UPGRADE BOOTH","入国審査室改良"
"night:APARTMENT_RENT","The rent has gone up.","住居費が上昇した。"
"night:APARTMENT_UPGRADE","A cheaper class 8 apartment is available (Rent = 25, Heat = 10)","安価な８等級の住居に転居可能。(住居費 = 25, 暖房費 = 10)"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-8","８等級へ転居"
"night:APARTMENT_UPGRADE","A class-7 apartment is available. (Rent = 30, Heat = 10)","７等級の住居に転居可能。(住居費 = 30, 暖房費 = 10)"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-7","７等級へ転居"
"night:APARTMENT_UPGRADE","A class-6 apartment is available. (Rent = 40, Heat = 5)","６等級の住居に転居可能。(住居費 = 40, 暖房費 = 5)"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-6","６等級へ転居"
"night:APARTMENT_UPGRADE","A class-5 apartment is available. (Rent = 50, Heat = 0)","５等級の住居に転居可能。(住居費 = 50, 暖房費 = 0)"
"night:APARTMENT_UPGRADE","Class-5 is the best a worker can have.","労働者にとって５等級は最上級である。"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-5","５等級へ転居"
"night:SON_BIRTHDAY","Your son's birthday is in 2 days.","息子の誕生日は2日後だ。"
"night:SON_BIRTHDAY2","Your son's birthday is tomorrow. He wants an expensive crayon set.","明日は息子の誕生日だ。高級クレヨンセットを欲しがっている。"
