"CONTEXT", "ID", "TEXT"
"end:killed-target","REPLACEMENT INSPECTOR NOT COOPERATIVE - EZIC ACTIVITIES HINDERED","NEUER INSPEKTOR NICHT KOOPERATIV - BEHINDERT AKTIVITÄTEN VON EZIC"
"end:killed-target","WE CANNOT PROVIDE FURTHER SUPPORT - EZIC TO HIBERNATE AGAIN","WIR KÖNNEN SIE NICHT MEHR UNTERSTÜTZEN - EZIC STELLT ALLE AKTIVITÄTEN EIN"
"end:killed-target","FAMILY WILL BE TAKEN TO OBRISTAN - GOOD LUCK","FAMILIE WIRD NACH OBRISTAN GEBRACHT - VIEL GLÜCK"
"end:tranqed-target","You are under arrest for attacking an innocent.","Sie stehen wegen eines Angriffs auf eine unschuldige Person unter Arrest."
"end:tranqed-target","The penalty is forced labor.","Darauf steht Arbeitslager."
"end:tranqed-target","Your family will be questioned about their involvement.","Ihre Familie wird wegen möglicher Komplizenschaft verhört."
"end:tranqed-target","The border will remain open under a replacement inspector.","Die Grenze bleibt unter einem anderen Beamten geöffnet."
"end:tranqed-target","Glory to Arstotzka.","Es lebe Arstotzka."
"end:tranqed-target","[A note appears from under the cell door]","[Ein Zettel wird unter der Zellentür hindurchgeschoben]"
"end:tranqed-target","INSPECTOR - FAMILY IS SAFE - TARGET HAS RECOVERED IN HOSPITAL","INSPEKTOR - FAMILIE IN SICHERHEIT - ZIEL IM KRANKENHAUS"
"end:tranqed-target","REPLACEMENT INSPECTOR NOT COOPERATIVE - EZIC ACTIVITIES HINDERED","NEUER INSPEKTOR NICHT KOOPERATIV - BEHINDERT AKTIVITÄTEN VON EZIC"
"end:tranqed-target","WE CANNOT PROVIDE FURTHER SUPPORT - EZIC TO HIBERNATE AGAIN","WIR KÖNNEN SIE NICHT MEHR UNTERSTÜTZEN - EZIC STELLT ALLE AKTIVITÄTEN EIN"
"end:tranqed-target","FAMILY WILL BE TAKEN TO OBRISTAN - GOOD LUCK","FAMILIE WIRD NACH OBRISTAN GEBRACHT - VIEL GLÜCK"
"end:stuff-on-walls","You are under arrest for violating direct orders.","Sie stehen wegen Befehlsverweigerung unter Arrest."
"end:stuff-on-walls","The penalty is forced labor.","Darauf steht Arbeitslager."
"end:stuff-on-walls","Your family will be sent back to their village.","Ihre Familie wurde zurück in ihr Dorf geschickt."
"end:stuff-on-walls","The border will remain open under a replacement inspector.","Die Grenze bleibt unter einem anderen Beamten geöffnet."
"end:stuff-on-walls","Glory to Arstotzka.","Es lebe Arstotzka."
"end:arrested-boss-buddy","Your supervisor has reported you for theft of Arstotzkan property.","Ihr Vorgesetzter hat Sie wegen Diebstahls arstotzkanischen Eigentums gemeldet."
"end:arrested-boss-buddy","The penalty is forced labor.","Darauf steht Arbeitslager."
"end:arrested-boss-buddy","Your family will be sent back to their village.","Ihre Familie wurde zurück in ihr Dorf geschickt."
"end:arrested-boss-buddy","The border will remain open under a replacement inspector.","Die Grenze bleibt unter einem anderen Beamten geöffnet."
"end:arrested-boss-buddy","Glory to Arstotzka.","Es lebe Arstotzka."
"end:wall-destroyed","The Grestin Border wall has been destroyed.","Die Mauer am Grenzübergang Grestin wurde zerstört."
"end:wall-destroyed","You are under arrest for failure to defend the checkpoint.","Sie stehen wegen Ihrer Unfähigkeit, den Grenzübergang zu verteidigen, unter Arrest."
"end:wall-destroyed","Your family will be sent back to their village.","Ihre Familie wurde zurück in ihr Dorf geschickt."
"end:wall-destroyed","The border will reopen under a replacement inspector.","Die Grenze wird unter einem anderen Beamten wieder geöffnet."
"end:wall-destroyed","Glory to Arstotzka.","Es lebe Arstotzka."
"end:help-ezic-kill-attackers-wall-safe","Hello inspector.","Hallo, Inspektor."
"end:help-ezic-kill-attackers-wall-safe","We have audited your recent activities.","Wir haben Ihre jüngsten Aktivitäten überprüft."
"end:help-ezic-kill-attackers-wall-safe","Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.","Ihre Kollaboration mit einer Gruppe namens DER ORDEN DES STERNS VON EZIC ist aufgeflogen."
"end:help-ezic-kill-attackers-wall-safe","Several members of this group have been arrested in Arstotzka.","Mehrere Mitglieder dieser Gruppe konnten in Arstotzka festgesetzt werden."
"end:help-ezic-kill-attackers-wall-safe","At least one EZIC member has confessed to receiving your help.","Mindestens ein EZIC-Mitglied hat gestanden, von Ihnen unterstützt worden zu sein."
"end:help-ezic-kill-attackers-wall-safe","This represents treason of the highest order.","Das ist Hochverrat."
"end:help-ezic-kill-attackers-wall-safe","Goodbye inspector.","Leben Sie wohl, Inspektor."
"end:help-ezic-kill-attackers-wall-safe","The execution is scheduled for tonight.","Ihre Hinrichtung wurde für heute Abend angesetzt."
"end:help-ezic-kill-attackers-wall-safe","Your family's safety is unknown.","Ob sich Ihre Familie in Sicherheit befindet, ist unbekannt."
"end:help-ezic-kill-attackers-wall-safe","EZIC has been crushed. The balance of justice is restored.","EZIC ist vernichtet. Es herrschen wieder Recht und Ordnung."
"end:help-ezic-kill-attackers-wall-safe","Glory to Arstotzka.","Es lebe Arstotzka."
"end:help-ezic-kill-attackers-wall-safe","[A note appears from under the cell door]","[Ein Zettel wird unter der Zellentür hindurchgeschoben]"
"end:help-ezic-kill-attackers-wall-safe","INSPECTOR - YOU HAVE BETRAYED US AT THE LAST MOMENT","INSPEKTOR - SIE HABEN UNS IM LETZTEN MOMENT VERRATEN"
"end:help-ezic-kill-attackers-wall-safe","THIS CHAPTER OF EZIC IS OVER - WE CAN OFFER NO HELP TO YOUR FAMILY","DIESE KAPITEL VON EZIC IST GESCHLOSSEN - IHRER FAMILIE KÖNNEN WIR NICHT HELFEN"
"end:help-ezic-kill-attackers-wall-destroyed","The border has been pierced.","Die Grenze wurde durchbrochen."
"end:help-ezic-kill-attackers-wall-destroyed","It is a glorious day for THE ORDER OF THE EZIC STAR but you have betrayed us at the last moment.","Dies ist ein glorreicher Tag für DEN ORDEN DES STERNS VON EZIC, doch Sie haben uns im letzten Moment verraten."
"end:help-ezic-kill-attackers-wall-destroyed","EZIC grows strong while the corrupt and greedy weaken.","EZIC wird stärker, während Korruption und Gier nachlassen."
"end:help-ezic-kill-attackers-wall-destroyed","Your betrayal means you have chosen the wrong side.","Mit Ihrem Verrat haben Sie die falsche Seite gewählt."
"end:help-ezic-kill-attackers-wall-destroyed","There is no place for you or your family in this revolution.","Bei dieser Revolution ist kein Platz für Sie oder Ihre Familie."
"end:help-ezic-kill-attackers-wall-destroyed","Goodbye inspector.","Leben Sie wohl, Inspektor."
"end:help-ezic-kill-attackers-wall-destroyed","Glory to the New Arstotzka.","Es lebe das Neue Arstotzka."
"end:help-few-ezic","Hello inspector.","Hallo, Inspektor."
"end:help-few-ezic","We have audited your recent activities.","Wir haben Ihre jüngsten Aktivitäten überprüft."
"end:help-few-ezic","Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.","Ihre Kollaboration mit einer Gruppe namens DER ORDER DES STERNS VON EZIC ist aufgeflogen."
"end:help-few-ezic","Several members of this group have been arrested in Arstotzka.","Mehrere Mitglieder dieser Gruppe konnten in Arstotzka festgesetzt werden."
"end:help-few-ezic","At least one EZIC member has confessed to receiving your help.","Mindestens ein EZIC-Mitglied hat gestanden, von Ihnen unterstützt worden zu sein."
"end:help-few-ezic","This represents treason of the highest order.","Das ist Hochverrat."
"end:help-few-ezic","Goodbye inspector.","Leben Sie wohl, Inspektor."
"end:help-few-ezic","The execution is scheduled for tonight.","Ihre Hinrichtung wurde für heute Abend angesetzt."
"end:help-few-ezic","Your family's safety is unknown.","Ob sich Ihre Familie in Sicherheit befindet, ist unbekannt."
"end:help-few-ezic","EZIC has been crushed. The balance of justice is restored.","EZIC ist vernichtet. Es herrschen wieder Recht und Ordnung."
"end:help-few-ezic","Glory to Arstotzka.","Es lebe Arstotzka."
"end:escape","You board the late train to the Northern Territories. It is nearly empty.","Sie steigen in den Zug in Richtung Nördliche Territorien. Er ist so gut wie leer."
"end:escape","You pay for the hastily forged passport and re-entry ticket. They look terrible.","Sie bezahlen für den hastig gefälschten Paß und den Wiedereinreise-Beleg. Beide sehen furchtbar aus."
"end:escape","You pay for the hastily forged passports and re-entry tickets. They look terrible.","Sie bezahlen für die hastig gefälschten Pässe und die Wiedereinreise-Belege. Beide sehen furchtbar aus."
"end:escape","You reach the border crossing at dawn. The line is immense.","Sie erreichen den Grenzübergang im Morgengrauen. Die Schlange ist schier endlos."
"end:escape","Six hours later.","Sechs Stunden später."
"end:escape","Your documents.","Ihre Papiere."
"end:escape","Here.","Hier."
"end:escape","You are entering alone?","Sie reisen alleine ein?"
"end:escape","Yes.","Ja."
"end:escape","I come to visit relatives.","Ich bin hier, um Verwandte zu besuchen."
"end:escape","No, my family as well.","Nein, mein Familie begleitet mich."
"end:escape","Hand over all documents now.","Dann legen Sie jetzt alle Papiere vor."
"end:escape","We come to visit relatives.","Wir sind hier, um unsere Verwandten zu besuchen."
"end:escape","I do not care why you come. Wait here.","Mir doch egal, was Sie hier wollen. Warten Sie hier."
"end:escape","*KACHUNK*","*ZACK-BUMM*"
"end:escape","Welcome to Obristan. Next!","Willkommen in Obristan. Nächster!"
"end:help-ezic-hold-fire","Inspector! It is a glorious day!","Inspektor! Was für ein glorreicher Tag!"
"end:help-ezic-hold-fire","The border has been pierced.","Die Grenze wurde durchbrochen."
"end:help-ezic-hold-fire","EZIC grows strong while the corrupt and greedy weaken.","EZIC wird stärker, während Korruption und Gier nachlassen."
"end:help-ezic-hold-fire","We are moving you and your family to a better home.","Wir werden Ihnen und Ihrer Familie eine bessere Unterkunft zuweisen."
"end:help-ezic-hold-fire","Your services as an inspector are no longer required. We need agents.","Ihre Dienste als Inspektor werden nicht mehr benötigt. Wir brauchen Agenten."
"end:help-ezic-hold-fire","Follow us and together we will complete the revolution!","Schließen Sie sich uns an, und zusammen werden wir die Revolution vollenden!"
"end:help-ezic-hold-fire","Glory to the New Arstotzka.","Es lebe das Neue Arstotzka."
"end:ignore-ezic","Hello inspector.","Hallo, Inspektor."
"end:ignore-ezic","We have audited your activities for the past 20 years.","Wir haben Ihre Aktivitäten in den letzten 20 Jahren eingehend überprüft."
"end:ignore-ezic","There are some anomalies.","Es gibt einige Merkwürdigkeiten."
"end:ignore-ezic","But you have served Arstotzka well.","Doch Sie haben Arstotzka gute Dienste erwiesen."
"end:ignore-ezic","We will overlook these small transgressions.","Wir werden diese kleineren Abweichungen geflissentlich übersehen."
"end:ignore-ezic","You have been cleared of any suspicion.","Sie sind über jeden Zweifel erhaben."
"end:ignore-ezic","Glory to Arstotzka.","Es lebe Arstotzka."
"end:ignore-ezic","A new agreement has been reached with Kolechia.","Mit Kolechien wurde eine neue Übereinkunft erzielt."
"end:ignore-ezic","Grestin Border Checkpoint will reopen soon.","Der Grenzübergang Grestin wird schon bald wieder eröffnet."
"end:ignore-ezic","Return to your post on January 1st.","Kehren Sie am 1. Januar auf Ihren Posten zurück."
"end:ignore-ezic","ENDLESS UNLOCK CODE: 62131","CODE ZUM FREISCHALTEN DES ENDLOS-MODUS: 62131"
"endless:timed","Timed","Zeitlimit"
"endless:timed","Process as many travelers as possible in 10 minutes.","So viele Personen wie möglich in 10 Minuten abfertigen."
"endless:timed","ENDLESS - TIMED

Process as many travelers as possible in 10 minutes. One point per traveler. Lose 30 seconds for each citation.","ENDLOS - ZEITLIMIT

Fertigen Sie so viele Personen wie möglich in 10 Minuten ab. Pro Person 1 Punkt. Jeder Fehler kostet Sie 30 Sekunden."
"endless:perfection","Perfection","Perfektion"
"endless:perfection","Game over at first penalty. Earn dwindling points.","Das Spiel endet beim 1. Bußgeld. Es gibt immer weniger Punkte zu sammeln."
"endless:perfection","ENDLESS - PERFECTION

Earn points for processing travelers. No citations allowed. Ten points per traveler in the first minute, one less point for each minute that passes. Work quickly.","ENDLOS - PERFEKTION

Sammeln Sie Punkte für das Abfertigen von Personen. Keine Verweise erlaubt. 10 Punkte für jede Person in der 1. Minute, 1 Punkt weniger in jeder weiteren Minute. Arbeiten Sie zügig."
"endless:endurance","Endurance","Ausdauer"
"endless:endurance","Play until balance goes negative. Avoid penalties.","Spielen Sie, bis Ihr Konto ins Minus rutscht. Vermeiden Sie Bußgelder."
"endless:endurance","ENDLESS - ENDURANCE

Process travelers until your balance drops below zero. Citations penalize an escalating number of points. The highest achieved points are remembered for scoring.","ENDLOS - AUSDAUER

Fertigen Sie Reisende ab, bis Ihr Kontostand unter 0 fällt. Verweise werden mit immer höheren Bußgeldern bestraft. Die Höchstzahl an gesammelten Punkten wird gespeichert."
"endless:course1","Course 1","Kurs 1"
"endless:course2","Course 2","Kurs 2"
"endless:course3","Course 3","Kurs 3"
"endless:course4","Course 4","Kurs 4"
"bullend:1A","Check rulebook for rules in effect.","Schlagen Sie in den Vorschriften nach, welche gerade in Kraft sind."
"bullend:2A","Check rulebook for rules in effect.","Schlagen Sie in den Vorschriften nach, welche gerade in Kraft sind."
"bullend:3A","Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.","Schlagen Sie in den Vorschriften nach, welche gerade in Kraft sind. Bei einer Ablehnung ist der Stempel GRUND FÜR ABLEHNUNG erforderlich."
"bullend:4A","Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.","Schlagen Sie in den Vorschriften nach, welche gerade in Kraft sind. Bei einer Ablehnung ist der Stempel GRUND FÜR ABLEHNUNG erforderlich."
"night:MANAGE_EXPENSES","Manage your expenses using the checkboxes below.","Verwalten Sie Ihre Ausgaben mithilfe der Kontrollkästchen unten."
"night:AFTER_6PM","Applicants entering after 6PM are unpaid.","Nach 18 Uhr gibt es für Einreisende kein Entgelt mehr."
"night:PROGRESS_SAVED","Progress is saved at the start of each day.","Der Spielstand wird zu Beginn jedes Tages gespeichert."
"night:ATTACK_DIDNOTHING","The day was cut short by a terrorist attack.","Ihr Arbeitstag fand durch einen Anschlag ein vorzeitiges Ende."
"night:ATTACK_FIREDGUN","The day was cut short by a terrorist attack.","Ihr Arbeitstag fand durch einen Anschlag ein vorzeitiges Ende."
"night:ATTACK_FIREDGUN","TRIGGER BONUS","SCHÜTZEN-BONUS"
